0001.0001 0 clueweb22-en0041-36-16156 0
0001.0001 0 clueweb22-en0039-45-13780 1
0001.0001 0 clueweb22-en0009-34-10749 1
0001.0001 0 clueweb22-en0039-20-09422 1
0001.0001 0 clueweb22-en0040-32-06062 0
0001.0001 0 clueweb22-en0026-90-07900 1
0001.0001 0 clueweb09-en0002-82-08074 0
0001.0001 0 clueweb22-en0002-42-00725 1
0001.0001 0 clueweb22-en0008-63-02097 1
0001.0001 0 clueweb22-en0007-92-20248 1
0001.0001 0 clueweb22-en0045-17-05042 1
0001.0001 0 clueweb22-en0019-37-05565 1
0001.0001 0 clueweb22-en0008-43-02478 0
0001.0002 0 clueweb09-en0000-87-03924 0
0001.0002 0 clueweb22-en0022-18-05306 1
0001.0002 0 clueweb22-en0015-46-05933 0
0001.0002 0 clueweb22-en0043-12-05757 1
0001.0002 0 clueweb22-en0007-87-01203 0
0001.0002 0 clueweb22-en0009-39-00001 0
0001.0002 0 clueweb22-en0024-98-15446 0
0001.0002 0 clueweb22-en0040-33-18841 1
0001.0002 0 clueweb22-en0040-31-03546 0
0001.0002 0 clueweb22-en0043-31-16804 1
0001.0002 0 clueweb22-en0026-79-08817 0
0001.0002 0 clueweb22-en0019-56-03653 1
0001.0002 0 clueweb22-en0000-44-08687 1
0001.0003 0 clueweb22-en0007-77-05242 1
0001.0003 0 clueweb22-en0037-69-07936 0
0001.0003 0 clueweb22-en0014-17-12197 1
0001.0003 0 clueweb22-en0030-19-06891 0
0001.0003 0 clueweb22-en0016-72-13283 0
0001.0003 0 clueweb22-en0023-77-12372 1
0001.0003 0 clueweb22-en0022-70-03066 0
0001.0003 0 clueweb22-en0043-27-11131 0
0001.0003 0 clueweb22-en0011-70-07926 0
0001.0003 0 clueweb09-en0000-21-15033 0
0001.0003 0 clueweb22-en0015-93-14792 0
0001.0003 0 clueweb22-en0043-00-16853 0
0001.0003 0 clueweb22-en0029-42-08240 0
0001.0004 0 clueweb22-en0033-50-08685 0
0001.0004 0 clueweb22-en0008-12-10982 0
0001.0004 0 clueweb22-en0012-97-07446 1
0001.0004 0 clueweb22-en0021-44-18028 0
0001.0004 0 clueweb22-en0037-09-06855 0
0001.0004 0 clueweb22-en0044-57-08947 1
0001.0004 0 clueweb22-en0028-29-17840 0
0001.0004 0 clueweb22-en0019-26-18556 0
0001.0004 0 clueweb22-en0031-37-12561 0
0001.0004 0 clueweb22-en0045-71-06321 1
0001.0004 0 clueweb09-en0006-35-27399 0
0001.0004 0 clueweb22-en0013-16-06536 1
0001.0004 0 clueweb22-en0031-05-04747 0
0001.0005 0 clueweb22-en0006-92-12150 1
0001.0005 0 clueweb22-en0010-74-05417 0
0001.0005 0 clueweb22-en0031-88-04817 1
0001.0005 0 clueweb22-en0018-15-15285 1
0001.0005 0 clueweb22-en0004-28-14373 0
0001.0005 0 clueweb09-en0007-00-09110 0
0001.0005 0 clueweb22-en0004-46-00642 1
0001.0005 0 clueweb22-en0016-13-14485 1
0001.0005 0 clueweb22-en0006-86-08568 1
0001.0005 0 clueweb22-en0036-05-05631 0
0001.0005 0 clueweb22-en0004-73-00098 1
0001.0005 0 clueweb22-en0026-49-03580 1
0001.0005 0 clueweb22-en0004-47-19586 0
0001.0006 0 clueweb22-en0004-29-03836 1
0001.0006 0 clueweb22-en0026-55-07446 0
0001.0006 0 clueweb22-en0033-84-02040 0
0001.0006 0 clueweb09-en0007-29-30662 0
0001.0006 0 clueweb22-en0024-46-17178 1
0001.0006 0 clueweb22-en0024-71-14061 1
0001.0006 0 clueweb22-en0042-83-12015 0
0001.0006 0 clueweb22-en0044-96-10121 0
0001.0006 0 clueweb22-en0045-95-06786 1
0001.0006 0 clueweb22-en0040-20-03439 0
0001.0006 0 clueweb22-en0013-24-00688 0
0001.0006 0 clueweb22-en0031-69-08271 0
0001.0006 0 clueweb22-en0012-63-08733 0
0001.0007 0 clueweb22-en0016-10-01795 1
0001.0007 0 clueweb22-en0026-31-13321 1
0001.0007 0 clueweb22-en0004-25-15390 0
0001.0007 0 clueweb22-en0037-94-01619 0
0001.0007 0 clueweb22-en0036-81-04226 0
0001.0007 0 clueweb22-en0024-44-09057 0
0001.0007 0 clueweb22-en0001-17-10653 1
0001.0007 0 clueweb09-en0002-63-12795 0
0001.0007 0 clueweb22-en0008-93-05549 0
0001.0007 0 clueweb22-en0031-52-16594 1
0001.0007 0 clueweb22-en0022-32-05285 0
0001.0007 0 clueweb22-en0031-94-10462 0
0001.0007 0 clueweb22-en0020-49-00840 0
0001.0008 0 clueweb22-en0021-83-16402 1
0001.0008 0 clueweb22-en0028-54-16036 0
0001.0008 0 clueweb22-en0028-05-14482 0
0001.0008 0 clueweb22-en0017-52-16000 0
0001.0008 0 clueweb22-en0015-02-16274 0
0001.0008 0 clueweb22-en0001-85-15398 1
0001.0008 0 clueweb22-en0025-26-14057 0
0001.0008 0 clueweb22-en0027-71-05002 1
0001.0008 0 clueweb22-en0007-05-01902 0
0001.0008 0 clueweb09-en0006-26-18498 0
0001.0008 0 clueweb22-en0028-21-08567 0
0001.0008 0 clueweb22-en0005-76-08524 1
0001.0008 0 clueweb22-en0024-68-10564 1
0001.0009 0 clueweb22-en0003-87-13764 1
0001.0009 0 clueweb22-en0012-60-14625 0
0001.0009 0 clueweb22-en0007-86-01690 1
0001.0009 0 clueweb09-en0005-85-21121 0
0001.0009 0 clueweb22-en0030-76-13525 1
0001.0009 0 clueweb22-en0044-40-06319 0
0001.0009 0 clueweb22-en0037-62-16420 1
0001.0009 0 clueweb22-en0044-40-05001 1
0001.0009 0 clueweb22-en0040-94-10388 1
0001.0009 0 clueweb22-en0040-99-13215 1
0001.0009 0 clueweb22-en0006-51-19260 0
0001.0009 0 clueweb22-en0011-68-00478 1
0001.0009 0 clueweb22-en0012-28-09734 1
0001.0010 0 clueweb22-en0028-16-19563 0
0001.0010 0 clueweb22-en0022-22-04157 0
0001.0010 0 clueweb22-en0018-37-12155 0
0001.0010 0 clueweb22-en0030-11-00809 0
0001.0010 0 clueweb22-en0000-43-14307 1
0001.0010 0 clueweb22-en0024-15-06095 0
0001.0010 0 clueweb22-en0018-94-10007 0
0001.0010 0 clueweb09-en0003-33-30335 0
0001.0010 0 clueweb22-en0006-02-02310 0
0001.0010 0 clueweb22-en0043-96-05211 0
0001.0010 0 clueweb22-en0017-53-04477 0
0001.0010 0 clueweb22-en0009-77-09853 1
0001.0010 0 clueweb22-en0022-14-02155 0
0001.0012 0 clueweb22-en0036-17-17242 0
0001.0012 0 clueweb22-en0012-38-04569 0
0001.0012 0 clueweb22-en0031-79-14199 0
0001.0012 0 clueweb22-en0043-01-12054 0
0001.0012 0 clueweb09-enwp03-08-12100 0
0001.0012 0 clueweb22-en0020-31-01875 0
0001.0012 0 clueweb22-en0031-67-10135 0
0001.0012 0 clueweb22-en0033-09-05271 1
0001.0012 0 clueweb22-en0031-35-10962 0
0001.0012 0 clueweb22-en0032-67-12323 0
0001.0012 0 clueweb22-en0039-63-05478 0
0001.0012 0 clueweb22-en0012-03-00102 0
0001.0012 0 clueweb22-en0008-73-08124 0
0001.0013 0 clueweb22-en0036-39-01807 0
0001.0013 0 clueweb22-en0025-19-05167 1
0001.0013 0 clueweb22-en0012-21-09802 0
0001.0013 0 clueweb22-en0009-45-16934 0
0001.0013 0 clueweb22-en0001-48-04401 0
0001.0013 0 clueweb22-en0025-33-04801 0
0001.0013 0 clueweb22-en0009-91-19053 1
0001.0013 0 clueweb09-en0011-47-15958 0
0001.0013 0 clueweb22-en0020-20-11856 0
0001.0013 0 clueweb22-en0023-50-02458 0
0001.0013 0 clueweb22-en0004-35-01331 0
0001.0013 0 clueweb22-en0014-71-02070 0
0001.0013 0 clueweb22-en0023-05-03068 0
0001.0014 0 clueweb22-en0020-13-11639 0
0001.0014 0 clueweb22-en0036-03-01231 0
0001.0014 0 clueweb22-en0007-75-09852 0
0001.0014 0 clueweb22-en0033-04-14807 0
0001.0014 0 clueweb22-en0020-03-08129 0
0001.0014 0 clueweb22-en0008-42-00104 0
0001.0014 0 clueweb09-en0008-13-05976 0
0001.0014 0 clueweb22-en0043-45-13265 0
0001.0014 0 clueweb22-en0012-80-18169 0
0001.0014 0 clueweb22-en0028-85-12945 0
0001.0014 0 clueweb22-en0000-39-16130 1
0001.0014 0 clueweb22-en0007-68-18772 0
0001.0014 0 clueweb22-en0005-23-04827 0
0001.0015 0 clueweb22-en0020-52-05715 0
0001.0015 0 clueweb22-en0033-03-14518 0
0001.0015 0 clueweb22-en0039-65-03398 0
0001.0015 0 clueweb22-en0003-28-15000 0
0001.0015 0 clueweb22-en0008-14-18399 1
0001.0015 0 clueweb22-en0028-26-19599 0
0001.0015 0 clueweb22-en0006-02-16570 0
0001.0015 0 clueweb09-en0008-13-05976 0
0001.0015 0 clueweb22-en0023-03-07515 0
0001.0015 0 clueweb22-en0030-59-03219 0
0001.0015 0 clueweb22-en0045-73-00929 0
0001.0015 0 clueweb22-en0011-44-04950 0
0001.0015 0 clueweb22-en0026-07-14830 1
0001.0016 0 clueweb22-en0030-06-17670 1
0001.0016 0 clueweb22-en0014-29-01855 1
0001.0016 0 clueweb09-en0007-09-17000 0
0001.0016 0 clueweb22-en0005-91-06546 1
0001.0016 0 clueweb22-en0006-62-09404 0
0001.0016 0 clueweb22-en0008-89-12545 0
0001.0016 0 clueweb22-en0015-50-01515 1
0001.0016 0 clueweb22-en0000-62-16152 1
0001.0016 0 clueweb22-en0039-46-09507 0
0001.0016 0 clueweb22-en0039-03-04158 1
0001.0016 0 clueweb22-en0022-56-04834 0
